Country,Commodity type,srcYear,Imports or exports,Quantity of imports or exports of principal agricultural commodities ,Value of imports or exports of principal agricultural commodities ,YearCode,Year
India,Marine products,2014-15,Imports,27.72,453.9,2014,"Financial Year (Apr - Mar), 2014"
India,Fresh fruits,2014-15,Exports,539.23,3160.08,2014,"Financial Year (Apr - Mar), 2014"
India,Coffee,2014-15,Imports,74.88,930.47,2014,"Financial Year (Apr - Mar), 2014"
India,Other meat,2014-15,Imports,0.47,19.5,2014,"Financial Year (Apr - Mar), 2014"
India,Cashew nut shell liquid,2014-15,Imports,1.72,10.03,2014,"Financial Year (Apr - Mar), 2014"
India,Cashew nut shell liquid,2014-15,Exports,10.94,55.81,2014,"Financial Year (Apr - Mar), 2014"
India,Misc processed items,2014-15,Imports,,1785.23,2014,"Financial Year (Apr - Mar), 2014"
India,Total National Imports,2014-15,Imports,,2736676.99,2014,"Financial Year (Apr - Mar), 2014"
India,Sugar,2014-15,Imports,1538.64,3668.21,2014,"Financial Year (Apr - Mar), 2014"
India,Dairy products,2014-15,Exports,104.17,2169.03,2014,"Financial Year (Apr - Mar), 2014"
India,Pulses,2014-15,Exports,222.14,1218.31,2014,"Financial Year (Apr - Mar), 2014"
India,Vegetable oils,2014-15,Imports,12731.6,64889.6,2014,"Financial Year (Apr - Mar), 2014"
India,Cashew,2014-15,Exports,134.57,5565.85,2014,"Financial Year (Apr - Mar), 2014"
India,Animal casings,2014-15,Imports,0,0,2014,"Financial Year (Apr - Mar), 2014"
India,Coffee,2014-15,Exports,463.55,4973.25,2014,"Financial Year (Apr - Mar), 2014"
India,Fruits/vegetable seeds,2014-15,Imports,14.01,611.53,2014,"Financial Year (Apr - Mar), 2014"
India,Sugar,2014-15,Exports,1955.19,5328.83,2014,"Financial Year (Apr - Mar), 2014"
India,Buffalo meat,2014-15,Exports,1503.51,29282.58,2014,"Financial Year (Apr - Mar), 2014"
India,Cashew,2014-15,Imports,933.19,6599.74,2014,"Financial Year (Apr - Mar), 2014"
India,Floriculture products,2014-15,Exports,22.95,460.8,2014,"Financial Year (Apr - Mar), 2014"
India,Buffalo meat,2014-15,Imports,0,0,2014,"Financial Year (Apr - Mar), 2014"
India,Percentage Share of Agricultural Imports in National Imports,2014-15,Imports,,4.43,2014,"Financial Year (Apr - Mar), 2014"
India,Other cereals,2014-15,Exports,3515.35,5262.16,2014,"Financial Year (Apr - Mar), 2014"
India,Spices,2014-15,Exports,939.01,14847.74,2014,"Financial Year (Apr - Mar), 2014"
India,Mollases,2014-15,Exports,247.61,193.01,2014,"Financial Year (Apr - Mar), 2014"
India,Wheat,2014-15,Imports,29.49,61.34,2014,"Financial Year (Apr - Mar), 2014"
India,Tea,2017-18,Imports,24.94,356.99,2017,"Financial Year (Apr - Mar), 2017"
India,Processed vegetables,2014-15,Imports,10.96,104.45,2014,"Financial Year (Apr - Mar), 2014"
India,Sheep/goat meat,2014-15,Imports,0.09,8.73,2014,"Financial Year (Apr - Mar), 2014"
India,Sheep/goat meat,2014-15,Exports,23.61,828.11,2014,"Financial Year (Apr - Mar), 2014"
India,Castor oil,2014-15,Imports,0.05,1.81,2014,"Financial Year (Apr - Mar), 2014"
India,Fresh vegetables,2014-15,Exports,2081.8,4666.45,2014,"Financial Year (Apr - Mar), 2014"
India,Tobacco manufactured,2014-15,Exports,,1705.88,2014,"Financial Year (Apr - Mar), 2014"
India,Ayush and herbal products,2014-15,Exports,92.06,2169.49,2014,"Financial Year (Apr - Mar), 2014"
India,Percentage Share of Agricultural Exports in National Exports,2015-16,Exports,,12.55,2015,"Financial Year (Apr - Mar), 2015"
India,Other meat,2015-16,Imports,0.5,17.18,2015,"Financial Year (Apr - Mar), 2015"
India,Cotton raw including Waste,2015-16,Exports,1347.07,12821.13,2015,"Financial Year (Apr - Mar), 2015"
India,Mollases,2015-16,Exports,818.57,656.84,2015,"Financial Year (Apr - Mar), 2015"
India,Tobacco unmanufactured,2015-16,Exports,215.32,4373.45,2015,"Financial Year (Apr - Mar), 2015"
India,Processed meat,2015-16,Imports,0.07,2.75,2015,"Financial Year (Apr - Mar), 2015"
India,Guargam meal,2015-16,Imports,0.63,13.93,2015,"Financial Year (Apr - Mar), 2015"
India,Other meat,2015-16,Exports,0,0,2015,"Financial Year (Apr - Mar), 2015"
India,Pulses,2015-16,Exports,255.72,1655.9,2015,"Financial Year (Apr - Mar), 2015"
India,Sugar,2015-16,Exports,3844.45,9824.52,2015,"Financial Year (Apr - Mar), 2015"
India,Dairy products,2015-16,Imports,18.3,371.58,2015,"Financial Year (Apr - Mar), 2015"
India,Jute hessian,2015-16,Exports,,824.89,2015,"Financial Year (Apr - Mar), 2015"
India,Other cereals,2015-16,Exports,967.93,1702.5,2015,"Financial Year (Apr - Mar), 2015"
India,Poultry products,2015-16,Imports,,26.42,2015,"Financial Year (Apr - Mar), 2015"
India,Fresh fruits,2015-16,Imports,857.9,11071.57,2015,"Financial Year (Apr - Mar), 2015"
India,Poultry products,2015-16,Exports,,769.14,2015,"Financial Year (Apr - Mar), 2015"
India,Wheat,2015-16,Exports,666.68,1061.77,2015,"Financial Year (Apr - Mar), 2015"
India,Marine products,2015-16,Exports,978.04,31219.48,2015,"Financial Year (Apr - Mar), 2015"
India,Floriculture products,2015-16,Imports,4.77,114.4,2015,"Financial Year (Apr - Mar), 2015"
India,Rice (other than Basmati),2015-16,Exports,6464.59,15483.39,2015,"Financial Year (Apr - Mar), 2015"
India,Alcoholic beverages,2015-16,Imports,,2935.85,2015,"Financial Year (Apr - Mar), 2015"
India,Rice- Basmati,2015-16,Exports,4045.83,22718.6,2015,"Financial Year (Apr - Mar), 2015"
India,Coffee,2015-16,Exports,255.74,5125.45,2015,"Financial Year (Apr - Mar), 2015"
India,Marine products,2015-16,Imports,50.35,639.77,2015,"Financial Year (Apr - Mar), 2015"
India,Oil meals,2015-16,Imports,256.55,429.91,2015,"Financial Year (Apr - Mar), 2015"
India,Guargam meal,2015-16,Exports,325.25,3233.87,2015,"Financial Year (Apr - Mar), 2015"
India,Ayush and herbal products,2015-16,Imports,11.67,354.35,2015,"Financial Year (Apr - Mar), 2015"
India,Tea,2015-16,Exports,245.7,4719,2015,"Financial Year (Apr - Mar), 2015"
India,Spices,2015-16,Imports,197.06,5399.95,2015,"Financial Year (Apr - Mar), 2015"
India,"Jute, raw",2015-16,Imports,88.37,363.44,2015,"Financial Year (Apr - Mar), 2015"
India,Fresh vegetables,2015-16,Imports,140.73,394.45,2015,"Financial Year (Apr - Mar), 2015"
India,Rice (other than Basmati),2015-16,Imports,1.02,5.91,2015,"Financial Year (Apr - Mar), 2015"
India,Shellac,2015-16,Exports,6.39,203.31,2015,"Financial Year (Apr - Mar), 2015"
India,Alcoholic beverages,2015-16,Exports,,2030.92,2015,"Financial Year (Apr - Mar), 2015"
India,Jute hessian,2015-16,Imports,,181.41,2015,"Financial Year (Apr - Mar), 2015"
India,Cashew nut shell liquid,2015-16,Imports,1.86,5.6,2015,"Financial Year (Apr - Mar), 2015"
India,Fruits/vegetable seeds,2015-16,Exports,13.1,529.19,2015,"Financial Year (Apr - Mar), 2015"
India,Cereal preparations,2015-16,Exports,316.54,3358.12,2015,"Financial Year (Apr - Mar), 2015"
India,Cotton raw including Waste,2015-16,Imports,233.14,2566.21,2015,"Financial Year (Apr - Mar), 2015"
India,Milled products,2015-16,Exports,431.46,1102.73,2015,"Financial Year (Apr - Mar), 2015"
India,Total Agricultural Imports,2015-16,Imports,,140289.22,2015,"Financial Year (Apr - Mar), 2015"
India,Vegetable oils,2015-16,Imports,15643.74,68676.62,2015,"Financial Year (Apr - Mar), 2015"
India,Total National Exports,2015-16,Exports,,1716384.4,2015,"Financial Year (Apr - Mar), 2015"
India,Sheep/goat meat,2015-16,Exports,21.95,837.76,2015,"Financial Year (Apr - Mar), 2015"
India,Fresh fruits,2015-16,Exports,654.66,4191.24,2015,"Financial Year (Apr - Mar), 2015"
India,Total National Imports,2015-16,Imports,,2490303.76,2015,"Financial Year (Apr - Mar), 2015"
India,Total Agricultural Exports,2015-16,Exports,,215396.32,2015,"Financial Year (Apr - Mar), 2015"
India,Other oil seeds,2015-16,Imports,62.51,218.62,2015,"Financial Year (Apr - Mar), 2015"
India,Percentage Share of Agricultural Imports in National Imports,2015-16,Imports,,5.63,2015,"Financial Year (Apr - Mar), 2015"
India,Niger seeds,2015-16,Exports,14.12,123.27,2015,"Financial Year (Apr - Mar), 2015"
India,Floriculture products,2015-16,Exports,22.69,483.41,2015,"Financial Year (Apr - Mar), 2015"
India,Processed vegetables,2015-16,Imports,15.38,120.33,2015,"Financial Year (Apr - Mar), 2015"
India,Tobacco manufactured,2015-16,Imports,,193.92,2015,"Financial Year (Apr - Mar), 2015"
India,Vegetable oils,2015-16,Exports,30.6,522.94,2015,"Financial Year (Apr - Mar), 2015"
India,Processed meat,2015-16,Exports,0.28,6.16,2015,"Financial Year (Apr - Mar), 2015"
India,Fresh vegetables,2015-16,Exports,2104.36,5237.1,2015,"Financial Year (Apr - Mar), 2015"
India,Sugar,2015-16,Imports,1943.13,4037.86,2015,"Financial Year (Apr - Mar), 2015"
India,Buffalo meat,2015-16,Exports,1314.22,26684.22,2015,"Financial Year (Apr - Mar), 2015"
India,Sesame seeds,2015-16,Exports,328.46,3012.31,2015,"Financial Year (Apr - Mar), 2015"
India,Tobacco unmanufactured,2015-16,Imports,2.88,137.3,2015,"Financial Year (Apr - Mar), 2015"
India,Processed vegetables,2015-16,Exports,174.43,1697.22,2015,"Financial Year (Apr - Mar), 2015"
India,Cereal preparations,2015-16,Imports,61.7,575.42,2015,"Financial Year (Apr - Mar), 2015"
India,Castor oil,2015-16,Exports,586.78,4616.1,2015,"Financial Year (Apr - Mar), 2015"
India,Rice- Basmati,2015-16,Imports,0,0,2015,"Financial Year (Apr - Mar), 2015"
India,Pulses,2015-16,Imports,5797.71,25619.06,2015,"Financial Year (Apr - Mar), 2015"
India,Groundnut,2015-16,Imports,0.11,0.31,2015,"Financial Year (Apr - Mar), 2015"
India,Other oil seeds,2015-16,Exports,204.62,964.47,2015,"Financial Year (Apr - Mar), 2015"
India,Other cereals,2015-16,Imports,206.14,344.31,2015,"Financial Year (Apr - Mar), 2015"
India,Groundnut,2015-16,Exports,542.73,4075.63,2015,"Financial Year (Apr - Mar), 2015"
India,Oil meals,2015-16,Exports,2056.36,3599.56,2015,"Financial Year (Apr - Mar), 2015"
India,Cocoa products,2015-16,Exports,32.65,1267.61,2015,"Financial Year (Apr - Mar), 2015"
India,Mollases,2015-16,Imports,17.27,7.5,2015,"Financial Year (Apr - Mar), 2015"
India,Niger seeds,2015-16,Imports,5.78,44.14,2015,"Financial Year (Apr - Mar), 2015"
India,Processed fruits and juices,2015-16,Imports,40.49,526.49,2015,"Financial Year (Apr - Mar), 2015"
India,Animal casings,2015-16,Exports,0.21,17.02,2015,"Financial Year (Apr - Mar), 2015"
India,Misc processed items,2015-16,Exports,,2907.85,2015,"Financial Year (Apr - Mar), 2015"
India,Tea,2015-16,Imports,23.72,377.47,2015,"Financial Year (Apr - Mar), 2015"
India,Processed fruits and juices,2015-16,Exports,532.29,3767.08,2015,"Financial Year (Apr - Mar), 2015"
India,"Jute, raw",2015-16,Exports,25.11,113.58,2015,"Financial Year (Apr - Mar), 2015"
India,Cocoa products,2015-16,Imports,56.42,1398.91,2015,"Financial Year (Apr - Mar), 2015"
India,Wheat,2015-16,Imports,517.67,872.59,2015,"Financial Year (Apr - Mar), 2015"
India,Sesame seeds,2015-16,Imports,23.6,179.66,2015,"Financial Year (Apr - Mar), 2015"
India,Coffee,2015-16,Imports,65.61,801.83,2015,"Financial Year (Apr - Mar), 2015"
India,Milled products,2015-16,Imports,4.39,21.4,2015,"Financial Year (Apr - Mar), 2015"
India,Castor oil,2015-16,Imports,0.03,1.1,2015,"Financial Year (Apr - Mar), 2015"
India,Cashew nut shell liquid,2015-16,Exports,11.68,57.59,2015,"Financial Year (Apr - Mar), 2015"
India,Misc processed items,2015-16,Imports,,1811.12,2015,"Financial Year (Apr - Mar), 2015"
India,Cashew,2015-16,Exports,103.13,5027.99,2015,"Financial Year (Apr - Mar), 2015"
India,Cashew,2015-16,Imports,961.67,8701.28,2015,"Financial Year (Apr - Mar), 2015"
India,Animal casings,2015-16,Imports,0,0,2015,"Financial Year (Apr - Mar), 2015"
India,Dairy products,2015-16,Exports,77.53,1677.46,2015,"Financial Year (Apr - Mar), 2015"
India,Spices,2015-16,Exports,831.68,16630.14,2015,"Financial Year (Apr - Mar), 2015"
India,Fruits/vegetable seeds,2015-16,Imports,14.33,703.03,2015,"Financial Year (Apr - Mar), 2015"
India,Buffalo meat,2015-16,Imports,0,0,2015,"Financial Year (Apr - Mar), 2015"
India,Shellac,2015-16,Imports,0.71,19.48,2015,"Financial Year (Apr - Mar), 2015"
India,Ayush and herbal products,2015-16,Exports,95.88,2385.49,2015,"Financial Year (Apr - Mar), 2015"
India,Sheep/goat meat,2015-16,Imports,0.05,4.8,2015,"Financial Year (Apr - Mar), 2015"
India,Tobacco manufactured,2015-16,Exports,,2078.91,2015,"Financial Year (Apr - Mar), 2015"
India,Cashew nut shell liquid,2016-17,Imports,1.69,3.67,2016,"Financial Year (Apr - Mar), 2016"
India,Sugar,2016-17,Imports,2146.15,6868.61,2016,"Financial Year (Apr - Mar), 2016"
India,Mollases,2016-17,Imports,13.84,9.04,2016,"Financial Year (Apr - Mar), 2016"
India,Jute hessian,2016-17,Exports,,927.32,2016,"Financial Year (Apr - Mar), 2016"
India,Fruits/vegetable seeds,2016-17,Imports,14.07,653.33,2016,"Financial Year (Apr - Mar), 2016"
India,Fresh fruits,2016-17,Imports,1057.51,11290.62,2016,"Financial Year (Apr - Mar), 2016"
India,Fresh vegetables,2016-17,Imports,8.55,11.12,2016,"Financial Year (Apr - Mar), 2016"
India,Processed vegetables,2016-17,Imports,13.32,115.26,2016,"Financial Year (Apr - Mar), 2016"
India,Processed fruits and juices,2016-17,Imports,42.99,548.1,2016,"Financial Year (Apr - Mar), 2016"
India,"Jute, raw",2016-17,Exports,18.18,76.63,2016,"Financial Year (Apr - Mar), 2016"
India,Cereal preparations,2016-17,Imports,66.46,579.03,2016,"Financial Year (Apr - Mar), 2016"
India,Cocoa products,2016-17,Imports,63.61,1542.28,2016,"Financial Year (Apr - Mar), 2016"
India,Milled products,2016-17,Imports,3.56,16.22,2016,"Financial Year (Apr - Mar), 2016"
India,Cashew,2016-17,Imports,774.51,9027.09,2016,"Financial Year (Apr - Mar), 2016"
India,Misc processed items,2016-17,Imports,,2115.82,2016,"Financial Year (Apr - Mar), 2016"
India,Animal casings,2016-17,Imports,0,0,2016,"Financial Year (Apr - Mar), 2016"
India,Ayush and herbal products,2016-17,Exports,83.36,2693.57,2016,"Financial Year (Apr - Mar), 2016"
India,Buffalo meat,2016-17,Imports,0,0,2016,"Financial Year (Apr - Mar), 2016"
India,Sheep/goat meat,2016-17,Imports,0.13,8.5,2016,"Financial Year (Apr - Mar), 2016"
India,Other meat,2016-17,Imports,0.59,19.03,2016,"Financial Year (Apr - Mar), 2016"
India,Processed meat,2016-17,Imports,0.13,4.47,2016,"Financial Year (Apr - Mar), 2016"
India,Dairy products,2016-17,Imports,16.91,254.84,2016,"Financial Year (Apr - Mar), 2016"
India,Marine products,2016-17,Exports,1185.27,39593.78,2016,"Financial Year (Apr - Mar), 2016"
India,Poultry products,2016-17,Imports,,29.46,2016,"Financial Year (Apr - Mar), 2016"
India,Floriculture products,2016-17,Imports,5.57,133.81,2016,"Financial Year (Apr - Mar), 2016"
India,Alcoholic beverages,2016-17,Imports,,3590.33,2016,"Financial Year (Apr - Mar), 2016"
India,Marine products,2016-17,Imports,52.02,633.39,2016,"Financial Year (Apr - Mar), 2016"
India,Spices,2016-17,Imports,242.29,5760.25,2016,"Financial Year (Apr - Mar), 2016"
India,Ayush and herbal products,2016-17,Imports,11.36,358.87,2016,"Financial Year (Apr - Mar), 2016"
India,Alcoholic beverages,2016-17,Exports,,2004.79,2016,"Financial Year (Apr - Mar), 2016"
India,"Jute, raw",2016-17,Imports,138.84,704.13,2016,"Financial Year (Apr - Mar), 2016"
India,Jute hessian,2016-17,Imports,,57.45,2016,"Financial Year (Apr - Mar), 2016"
India,Cotton raw including Waste,2016-17,Imports,499.62,6338.92,2016,"Financial Year (Apr - Mar), 2016"
India,Total Agricultural Imports,2016-17,Imports,,164726.83,2016,"Financial Year (Apr - Mar), 2016"
India,Total National Imports,2016-17,Imports,,2577671.14,2016,"Financial Year (Apr - Mar), 2016"
India,Floriculture products,2016-17,Exports,22.02,546.71,2016,"Financial Year (Apr - Mar), 2016"
India,Percentage Share of Agricultural Imports in National Imports,2016-17,Imports,,6.39,2016,"Financial Year (Apr - Mar), 2016"
India,Tobacco manufactured,2016-17,Imports,,228.54,2016,"Financial Year (Apr - Mar), 2016"
India,Niger seeds,2016-17,Exports,14.07,117.22,2016,"Financial Year (Apr - Mar), 2016"
India,Total National Exports,2016-17,Exports,,1849433.55,2016,"Financial Year (Apr - Mar), 2016"
India,Tobacco unmanufactured,2016-17,Imports,1.97,77.21,2016,"Financial Year (Apr - Mar), 2016"
India,Pulses,2016-17,Imports,6609.49,28523.18,2016,"Financial Year (Apr - Mar), 2016"
India,Processed meat,2016-17,Exports,0.14,4.58,2016,"Financial Year (Apr - Mar), 2016"
India,Other cereals,2016-17,Imports,311.37,493.18,2016,"Financial Year (Apr - Mar), 2016"
India,Groundnut,2016-17,Exports,725.71,5444.33,2016,"Financial Year (Apr - Mar), 2016"
India,Wheat,2016-17,Imports,5749.43,8509.05,2016,"Financial Year (Apr - Mar), 2016"
India,Rice (other than Basmati),2016-17,Imports,1.14,7.25,2016,"Financial Year (Apr - Mar), 2016"
India,Percentage Share of Agricultural Exports in National Exports,2016-17,Exports,,12.26,2016,"Financial Year (Apr - Mar), 2016"
India,Rice- Basmati,2016-17,Imports,0,0,2016,"Financial Year (Apr - Mar), 2016"
India,Coffee,2016-17,Imports,78.04,926.81,2016,"Financial Year (Apr - Mar), 2016"
India,Other oil seeds,2016-17,Exports,193.27,846.58,2016,"Financial Year (Apr - Mar), 2016"
India,Tea,2016-17,Imports,24.89,338.35,2016,"Financial Year (Apr - Mar), 2016"
India,Vegetable oils,2016-17,Exports,60.47,779.97,2016,"Financial Year (Apr - Mar), 2016"
India,Oil meals,2016-17,Exports,2632.26,5410.1,2016,"Financial Year (Apr - Mar), 2016"
India,Animal casings,2016-17,Exports,0.17,13.84,2016,"Financial Year (Apr - Mar), 2016"
India,Misc processed items,2016-17,Exports,,3053.79,2016,"Financial Year (Apr - Mar), 2016"
India,Sugar,2016-17,Exports,2544.01,8659.54,2016,"Financial Year (Apr - Mar), 2016"
India,Milled products,2016-17,Exports,255.8,813.54,2016,"Financial Year (Apr - Mar), 2016"
India,Cocoa products,2016-17,Exports,25.65,1086.77,2016,"Financial Year (Apr - Mar), 2016"
India,Guargam meal,2016-17,Exports,419.95,3106.62,2016,"Financial Year (Apr - Mar), 2016"
India,Cereal preparations,2016-17,Exports,339.95,3565.55,2016,"Financial Year (Apr - Mar), 2016"
India,Buffalo meat,2016-17,Exports,1323.58,26161.38,2016,"Financial Year (Apr - Mar), 2016"
India,Processed fruits and juices,2016-17,Exports,533.15,3921.08,2016,"Financial Year (Apr - Mar), 2016"
India,Other meat,2016-17,Exports,0.01,0.21,2016,"Financial Year (Apr - Mar), 2016"
India,Processed vegetables,2016-17,Exports,192.86,1765.75,2016,"Financial Year (Apr - Mar), 2016"
India,Castor oil,2016-17,Exports,599.2,4521.51,2016,"Financial Year (Apr - Mar), 2016"
India,Fresh vegetables,2016-17,Exports,3404.07,5790.71,2016,"Financial Year (Apr - Mar), 2016"
India,Fresh fruits,2016-17,Exports,817.06,4974.21,2016,"Financial Year (Apr - Mar), 2016"
India,Fruits/vegetable seeds,2016-17,Exports,11.29,522.75,2016,"Financial Year (Apr - Mar), 2016"
India,Sheep/goat meat,2016-17,Exports,22.01,869.84,2016,"Financial Year (Apr - Mar), 2016"
India,Tea,2016-17,Exports,243.43,4905.64,2016,"Financial Year (Apr - Mar), 2016"
India,Coffee,2016-17,Exports,288.61,5646.43,2016,"Financial Year (Apr - Mar), 2016"
India,Rice- Basmati,2016-17,Exports,3985.21,21512.91,2016,"Financial Year (Apr - Mar), 2016"
India,Rice (other than Basmati),2016-17,Exports,6770.83,16929.88,2016,"Financial Year (Apr - Mar), 2016"
India,Mollases,2016-17,Exports,390.67,314.94,2016,"Financial Year (Apr - Mar), 2016"
India,Poultry products,2016-17,Exports,,530.44,2016,"Financial Year (Apr - Mar), 2016"
India,Wheat,2016-17,Exports,265.61,447.85,2016,"Financial Year (Apr - Mar), 2016"
India,Shellac,2016-17,Exports,6.06,225.53,2016,"Financial Year (Apr - Mar), 2016"
India,Other cereals,2016-17,Exports,734.77,1425.77,2016,"Financial Year (Apr - Mar), 2016"
India,Pulses,2016-17,Exports,136.72,1277.7,2016,"Financial Year (Apr - Mar), 2016"
India,Tobacco unmanufactured,2016-17,Exports,204.45,4249.85,2016,"Financial Year (Apr - Mar), 2016"
India,Tobacco manufactured,2016-17,Exports,,2174.12,2016,"Financial Year (Apr - Mar), 2016"
India,Dairy products,2016-17,Exports,90.35,1701.18,2016,"Financial Year (Apr - Mar), 2016"
India,Spices,2016-17,Exports,1014.45,19111.25,2016,"Financial Year (Apr - Mar), 2016"
India,Cashew,2016-17,Exports,91.79,5278.61,2016,"Financial Year (Apr - Mar), 2016"
India,Cashew nut shell liquid,2016-17,Exports,11.4,43.99,2016,"Financial Year (Apr - Mar), 2016"
India,Sesame seeds,2016-17,Imports,69.03,442.15,2016,"Financial Year (Apr - Mar), 2016"
India,Dairy products,2017-18,Imports,0,312.59,2017,"Financial Year (Apr - Mar), 2017"
India,Total Agricultural Exports,2016-17,Exports,,226651.91,2016,"Financial Year (Apr - Mar), 2016"
India,Niger seeds,2016-17,Imports,10.66,82.82,2016,"Financial Year (Apr - Mar), 2016"
India,Groundnut,2016-17,Imports,0.33,1.39,2016,"Financial Year (Apr - Mar), 2016"
India,Other oil seeds,2016-17,Imports,116.64,392.36,2016,"Financial Year (Apr - Mar), 2016"
India,Vegetable oils,2016-17,Imports,14007.39,73038.98,2016,"Financial Year (Apr - Mar), 2016"
India,Oil meals,2016-17,Imports,550.43,974.59,2016,"Financial Year (Apr - Mar), 2016"
India,Cotton raw including Waste,2016-17,Exports,996.09,10907.32,2016,"Financial Year (Apr - Mar), 2016"
India,Guargam meal,2016-17,Imports,0.18,2.41,2016,"Financial Year (Apr - Mar), 2016"
India,Sesame seeds,2016-17,Exports,307.33,2695.84,2016,"Financial Year (Apr - Mar), 2016"
India,Castor oil,2016-17,Imports,0.11,1.5,2016,"Financial Year (Apr - Mar), 2016"
India,Shellac,2016-17,Imports,0.46,13.43,2016,"Financial Year (Apr - Mar), 2016"
India,Processed fruits and juices,2017-18,Exports,573.28,4169.13,2017,"Financial Year (Apr - Mar), 2017"
India,Total Agricultural Exports,2017-18,Exports,,251563.94,2017,"Financial Year (Apr - Mar), 2017"
India,Wheat,2017-18,Imports,1649.73,2357.84,2017,"Financial Year (Apr - Mar), 2017"
India,Other cereals,2017-18,Imports,265.13,433.9,2017,"Financial Year (Apr - Mar), 2017"
India,Buffalo meat,2017-18,Exports,1350.25,26035.19,2017,"Financial Year (Apr - Mar), 2017"
India,Processed vegetables,2017-18,Exports,212.2,1823.36,2017,"Financial Year (Apr - Mar), 2017"
India,Pulses,2017-18,Imports,5607.53,18748.57,2017,"Financial Year (Apr - Mar), 2017"
India,Total National Exports,2017-18,Exports,,1956514.53,2017,"Financial Year (Apr - Mar), 2017"
India,Niger seeds,2017-18,Exports,9.22,69.86,2017,"Financial Year (Apr - Mar), 2017"
India,Fresh vegetables,2017-18,Exports,2448.02,5297.72,2017,"Financial Year (Apr - Mar), 2017"
India,Jute hessian,2017-18,Exports,,909.94,2017,"Financial Year (Apr - Mar), 2017"
India,Castor oil,2017-18,Exports,697.09,6730,2017,"Financial Year (Apr - Mar), 2017"
India,Tobacco unmanufactured,2017-18,Imports,1.54,69.47,2017,"Financial Year (Apr - Mar), 2017"
India,Percentage Share of Agricultural Imports in National Imports,2017-18,Imports,,5.07,2017,"Financial Year (Apr - Mar), 2017"
India,Tobacco manufactured,2017-18,Imports,,185.92,2017,"Financial Year (Apr - Mar), 2017"
India,Fresh fruits,2017-18,Exports,714,4913.28,2017,"Financial Year (Apr - Mar), 2017"
India,Vegetable oils,2017-18,Imports,15361.02,74995.91,2017,"Financial Year (Apr - Mar), 2017"
India,Total National Imports,2017-18,Imports,,3001028.71,2017,"Financial Year (Apr - Mar), 2017"
India,Floriculture products,2017-18,Exports,20.7,507.32,2017,"Financial Year (Apr - Mar), 2017"
India,Total Agricultural Imports,2017-18,Imports,,152095.2,2017,"Financial Year (Apr - Mar), 2017"
India,Fruits/vegetable seeds,2017-18,Exports,14.47,670.91,2017,"Financial Year (Apr - Mar), 2017"
India,Cotton raw including Waste,2017-18,Imports,469.13,6306.77,2017,"Financial Year (Apr - Mar), 2017"
India,Jute hessian,2017-18,Imports,,122.38,2017,"Financial Year (Apr - Mar), 2017"
India,"Jute, raw",2017-18,Imports,68.14,289.02,2017,"Financial Year (Apr - Mar), 2017"
India,Ayush and herbal products,2017-18,Imports,13.64,392.72,2017,"Financial Year (Apr - Mar), 2017"
India,Cotton raw including Waste,2017-18,Exports,1101.47,12200.05,2017,"Financial Year (Apr - Mar), 2017"
India,Tea,2017-18,Exports,272.89,5396.65,2017,"Financial Year (Apr - Mar), 2017"
India,Alcoholic beverages,2017-18,Exports,,2105.78,2017,"Financial Year (Apr - Mar), 2017"
India,Marine products,2017-18,Imports,44.71,793.3,2017,"Financial Year (Apr - Mar), 2017"
India,Fresh vegetables,2017-18,Imports,0.01,25.64,2017,"Financial Year (Apr - Mar), 2017"
India,Coffee,2017-18,Exports,317.83,6245.36,2017,"Financial Year (Apr - Mar), 2017"
India,Spices,2017-18,Imports,222.33,6385.26,2017,"Financial Year (Apr - Mar), 2017"
India,Rice- Basmati,2017-18,Exports,4056.85,26870.67,2017,"Financial Year (Apr - Mar), 2017"
India,Mollases,2017-18,Exports,123.97,97.45,2017,"Financial Year (Apr - Mar), 2017"
India,Poultry products,2017-18,Exports,,552.09,2017,"Financial Year (Apr - Mar), 2017"
India,Alcoholic beverages,2017-18,Imports,,3876.14,2017,"Financial Year (Apr - Mar), 2017"
India,Rice (other than Basmati),2017-18,Exports,8818.53,23437.23,2017,"Financial Year (Apr - Mar), 2017"
India,Oil meals,2017-18,Imports,485.96,746.67,2017,"Financial Year (Apr - Mar), 2017"
India,Floriculture products,2017-18,Imports,0,136.46,2017,"Financial Year (Apr - Mar), 2017"
India,Processed meat,2017-18,Exports,0.27,9.89,2017,"Financial Year (Apr - Mar), 2017"
India,Cashew nut shell liquid,2017-18,Imports,2.09,5.66,2017,"Financial Year (Apr - Mar), 2017"
India,Wheat,2017-18,Exports,322.79,624.37,2017,"Financial Year (Apr - Mar), 2017"
India,Sugar,2017-18,Imports,6.87,6035.84,2017,"Financial Year (Apr - Mar), 2017"
India,Poultry products,2017-18,Imports,,26.87,2017,"Financial Year (Apr - Mar), 2017"
India,Fresh fruits,2017-18,Imports,11.29,12524.55,2017,"Financial Year (Apr - Mar), 2017"
India,Other cereals,2017-18,Exports,864.24,1604.28,2017,"Financial Year (Apr - Mar), 2017"
India,Marine products,2017-18,Exports,1432.46,47646.41,2017,"Financial Year (Apr - Mar), 2017"
India,Sesame seeds,2017-18,Exports,336.85,2990.93,2017,"Financial Year (Apr - Mar), 2017"
India,Pulses,2017-18,Exports,179.6,1469.63,2017,"Financial Year (Apr - Mar), 2017"
