Country,Commodity type,srcYear,Imports or exports,Quantity of imports or exports of principal agricultural commodities ,Value of imports or exports of principal agricultural commodities ,YearCode,Year
India,Total Agricultural Exports,2011-12,Exports,,182801,2011,"Financial Year (Apr - Mar), 2011"
India,Mollases,2011-12,Exports,384.13,204.33,2011,"Financial Year (Apr - Mar), 2011"
India,Fruits/vegetable seeds,2011-12,Imports,13.18,380.15,2011,"Financial Year (Apr - Mar), 2011"
India,Groundnut,2011-12,Exports,832.62,5246.45,2011,"Financial Year (Apr - Mar), 2011"
India,Other meat,2011-12,Imports,0.54,12.48,2011,"Financial Year (Apr - Mar), 2011"
India,Pulses,2011-12,Exports,173.5,1067.93,2011,"Financial Year (Apr - Mar), 2011"
India,Rice- Basmati,2011-12,Imports,0.46,2.47,2011,"Financial Year (Apr - Mar), 2011"
India,Processed vegetables,2011-12,Exports,,1043.72,2011,"Financial Year (Apr - Mar), 2011"
India,Rice (other than Basmati),2011-12,Exports,3991.77,8659.13,2011,"Financial Year (Apr - Mar), 2011"
India,Processed meat,2011-12,Imports,0.96,9.74,2011,"Financial Year (Apr - Mar), 2011"
India,Mollases,2011-12,Imports,12.4,4.35,2011,"Financial Year (Apr - Mar), 2011"
India,Sugar,2011-12,Imports,99.71,313.83,2011,"Financial Year (Apr - Mar), 2011"
India,Cashew nut shell liquid,2011-12,Imports,0.2,0.32,2011,"Financial Year (Apr - Mar), 2011"
India,Niger seeds,2011-12,Exports,28.23,117.27,2011,"Financial Year (Apr - Mar), 2011"
India,Dairy products,2011-12,Imports,,1219.41,2011,"Financial Year (Apr - Mar), 2011"
India,Cotton raw including Waste,2011-12,Exports,,21624.24,2011,"Financial Year (Apr - Mar), 2011"
India,Sugar,2011-12,Exports,2749.43,8766.78,2011,"Financial Year (Apr - Mar), 2011"
India,Shellac,2011-12,Imports,0.54,22.15,2011,"Financial Year (Apr - Mar), 2011"
India,Poultry products,2011-12,Imports,,19.72,2011,"Financial Year (Apr - Mar), 2011"
India,Rice (other than Basmati),2011-12,Imports,0.6,3,2011,"Financial Year (Apr - Mar), 2011"
India,Sesame seeds,2011-12,Exports,388.23,2641.66,2011,"Financial Year (Apr - Mar), 2011"
India,Percentage Share of Agricultural Imports in National Imports,2012-13,Imports,,3.59,2012,"Financial Year (Apr - Mar), 2012"
India,Groundnut,2012-13,Imports,0.04,0.29,2012,"Financial Year (Apr - Mar), 2012"
India,Other oil seeds,2012-13,Imports,44.26,109.74,2012,"Financial Year (Apr - Mar), 2012"
India,Vegetable oils,2012-13,Imports,9606.24,53561.61,2012,"Financial Year (Apr - Mar), 2012"
India,Oil meals,2012-13,Imports,148.3,210.38,2012,"Financial Year (Apr - Mar), 2012"
India,Guargam meal,2012-13,Imports,0.57,33.61,2012,"Financial Year (Apr - Mar), 2012"
India,Castor oil,2012-13,Imports,0.14,2.23,2012,"Financial Year (Apr - Mar), 2012"
India,Shellac,2012-13,Imports,2.78,172.61,2012,"Financial Year (Apr - Mar), 2012"
India,Sugar,2012-13,Imports,1122.25,3094.38,2012,"Financial Year (Apr - Mar), 2012"
India,Mollases,2012-13,Imports,14.68,7.5,2012,"Financial Year (Apr - Mar), 2012"
India,Fruits/vegetable seeds,2012-13,Imports,16.05,471.1,2012,"Financial Year (Apr - Mar), 2012"
India,Fresh fruits,2012-13,Imports,802.14,6180.47,2012,"Financial Year (Apr - Mar), 2012"
India,Fresh vegetables,2012-13,Imports,7.03,11.24,2012,"Financial Year (Apr - Mar), 2012"
India,Processed vegetables,2012-13,Imports,,149.01,2012,"Financial Year (Apr - Mar), 2012"
India,Processed fruits and juices,2012-13,Imports,,432.02,2012,"Financial Year (Apr - Mar), 2012"
India,Cereal preparations,2012-13,Imports,50.42,359.98,2012,"Financial Year (Apr - Mar), 2012"
India,Cocoa products,2012-13,Imports,53.33,1049.25,2012,"Financial Year (Apr - Mar), 2012"
India,Milled products,2012-13,Imports,4.52,23.75,2012,"Financial Year (Apr - Mar), 2012"
India,Misc processed items,2012-13,Imports,,1268.33,2012,"Financial Year (Apr - Mar), 2012"
India,Animal casings,2012-13,Imports,0,0,2012,"Financial Year (Apr - Mar), 2012"
India,Buffalo meat,2012-13,Imports,0,0,2012,"Financial Year (Apr - Mar), 2012"
India,Sheep/goat meat,2012-13,Imports,0.02,1.52,2012,"Financial Year (Apr - Mar), 2012"
India,Other meat,2012-13,Imports,0.43,15.71,2012,"Financial Year (Apr - Mar), 2012"
India,Processed meat,2012-13,Imports,0.57,9.02,2012,"Financial Year (Apr - Mar), 2012"
India,Dairy products,2012-13,Imports,,184.25,2012,"Financial Year (Apr - Mar), 2012"
India,Poultry products,2012-13,Imports,,18.29,2012,"Financial Year (Apr - Mar), 2012"
India,Floriculture products,2012-13,Imports,,85.67,2012,"Financial Year (Apr - Mar), 2012"
India,Alcoholic beverages,2012-13,Imports,,1416.77,2012,"Financial Year (Apr - Mar), 2012"
India,Marine products,2012-13,Imports,28.1,452.7,2012,"Financial Year (Apr - Mar), 2012"
India,Ayush and herbal products,2012-13,Imports,10.96,243.75,2012,"Financial Year (Apr - Mar), 2012"
India,"Jute, raw",2012-13,Imports,148.73,370.79,2012,"Financial Year (Apr - Mar), 2012"
India,Jute hessian,2012-13,Imports,,87.34,2012,"Financial Year (Apr - Mar), 2012"
India,Cotton raw including Waste,2012-13,Imports,232.55,2466.74,2012,"Financial Year (Apr - Mar), 2012"
India,Total Agricultural Imports,2012-13,Imports,,95718.89,2012,"Financial Year (Apr - Mar), 2012"
India,Total National Imports,2012-13,Imports,,2669161.96,2012,"Financial Year (Apr - Mar), 2012"
India,Tea,2012-13,Imports,22.3,274.52,2012,"Financial Year (Apr - Mar), 2012"
India,Coffee,2012-13,Imports,71.2,795.72,2012,"Financial Year (Apr - Mar), 2012"
India,Rice- Basmati,2012-13,Imports,0,0,2012,"Financial Year (Apr - Mar), 2012"
India,Rice (other than Basmati),2012-13,Imports,0.72,3.96,2012,"Financial Year (Apr - Mar), 2012"
India,Wheat,2012-13,Imports,2.94,6.03,2012,"Financial Year (Apr - Mar), 2012"
India,Other cereals,2012-13,Imports,45.58,111.01,2012,"Financial Year (Apr - Mar), 2012"
India,Pulses,2012-13,Imports,4013.24,13344.63,2012,"Financial Year (Apr - Mar), 2012"
India,Tobacco unmanufactured,2012-13,Imports,2.17,91.94,2012,"Financial Year (Apr - Mar), 2012"
India,Tobacco manufactured,2012-13,Imports,,155.01,2012,"Financial Year (Apr - Mar), 2012"
India,Spices,2012-13,Imports,175.56,2715.76,2012,"Financial Year (Apr - Mar), 2012"
India,Tea,2012-13,Exports,268.8,4718.79,2012,"Financial Year (Apr - Mar), 2012"
India,Coffee,2012-13,Exports,254.02,4711.07,2012,"Financial Year (Apr - Mar), 2012"
India,Rice- Basmati,2012-13,Exports,3459.83,19409.39,2012,"Financial Year (Apr - Mar), 2012"
India,Rice (other than Basmati),2012-13,Exports,6687.85,14448.81,2012,"Financial Year (Apr - Mar), 2012"
India,Wheat,2012-13,Exports,6514.82,10529,2012,"Financial Year (Apr - Mar), 2012"
India,Other cereals,2012-13,Exports,5441.31,8180.61,2012,"Financial Year (Apr - Mar), 2012"
India,Pulses,2012-13,Exports,202.67,1284.99,2012,"Financial Year (Apr - Mar), 2012"
India,Tobacco unmanufactured,2012-13,Exports,230.41,3815.76,2012,"Financial Year (Apr - Mar), 2012"
India,Tobacco manufactured,2012-13,Exports,,1214.47,2012,"Financial Year (Apr - Mar), 2012"
India,Spices,2012-13,Exports,932.59,15176.75,2012,"Financial Year (Apr - Mar), 2012"
India,Cashew nut shell liquid,2012-13,Exports,9.19,29.84,2012,"Financial Year (Apr - Mar), 2012"
India,Sesame seeds,2012-13,Exports,299.48,2880.85,2012,"Financial Year (Apr - Mar), 2012"
India,Niger seeds,2012-13,Exports,17.9,90.13,2012,"Financial Year (Apr - Mar), 2012"
India,Groundnut,2012-13,Exports,535.64,4065.36,2012,"Financial Year (Apr - Mar), 2012"
India,Other oil seeds,2012-13,Exports,87.59,414.61,2012,"Financial Year (Apr - Mar), 2012"
India,Vegetable oils,2012-13,Exports,36.09,469.35,2012,"Financial Year (Apr - Mar), 2012"
India,Oil meals,2012-13,Exports,6578.17,16519.53,2012,"Financial Year (Apr - Mar), 2012"
India,Guargam meal,2012-13,Exports,406.32,21287,2012,"Financial Year (Apr - Mar), 2012"
India,Castor oil,2012-13,Exports,565.99,4309.82,2012,"Financial Year (Apr - Mar), 2012"
India,Shellac,2012-13,Exports,3.6,401.74,2012,"Financial Year (Apr - Mar), 2012"
India,Sugar,2012-13,Exports,2793.78,8576.32,2012,"Financial Year (Apr - Mar), 2012"
India,Mollases,2012-13,Exports,342.15,223.03,2012,"Financial Year (Apr - Mar), 2012"
India,Fruits/vegetable seeds,2012-13,Exports,17.17,347.72,2012,"Financial Year (Apr - Mar), 2012"
India,Fresh fruits,2012-13,Exports,534.62,2686.57,2012,"Financial Year (Apr - Mar), 2012"
India,Fresh vegetables,2012-13,Exports,2343.88,3407.19,2012,"Financial Year (Apr - Mar), 2012"
India,Processed vegetables,2012-13,Exports,,1102.56,2012,"Financial Year (Apr - Mar), 2012"
India,Processed fruits and juices,2012-13,Exports,,2577.32,2012,"Financial Year (Apr - Mar), 2012"
India,Cereal preparations,2012-13,Exports,292.69,2240.76,2012,"Financial Year (Apr - Mar), 2012"
India,Cocoa products,2012-13,Exports,19.08,293.92,2012,"Financial Year (Apr - Mar), 2012"
India,Milled products,2012-13,Exports,273.55,603.61,2012,"Financial Year (Apr - Mar), 2012"
India,Misc processed items,2012-13,Exports,,1853.98,2012,"Financial Year (Apr - Mar), 2012"
India,Animal casings,2012-13,Exports,0.65,21.46,2012,"Financial Year (Apr - Mar), 2012"
India,Buffalo meat,2012-13,Exports,1076.1,17408.99,2012,"Financial Year (Apr - Mar), 2012"
India,Sheep/goat meat,2012-13,Exports,15.29,426.47,2012,"Financial Year (Apr - Mar), 2012"
India,Other meat,2012-13,Exports,0.19,2.33,2012,"Financial Year (Apr - Mar), 2012"
India,Processed meat,2012-13,Exports,0.8,9.37,2012,"Financial Year (Apr - Mar), 2012"
India,Dairy products,2012-13,Exports,,2324.68,2012,"Financial Year (Apr - Mar), 2012"
India,Poultry products,2012-13,Exports,,494.93,2012,"Financial Year (Apr - Mar), 2012"
India,Floriculture products,2012-13,Exports,,423.45,2012,"Financial Year (Apr - Mar), 2012"
India,Alcoholic beverages,2012-13,Exports,,1932.45,2012,"Financial Year (Apr - Mar), 2012"
India,Marine products,2012-13,Exports,965.1,18841.2,2012,"Financial Year (Apr - Mar), 2012"
India,Ayush and herbal products,2012-13,Exports,84.49,2120.36,2012,"Financial Year (Apr - Mar), 2012"
India,"Jute, raw",2012-13,Exports,33.8,95.67,2012,"Financial Year (Apr - Mar), 2012"
India,Jute hessian,2012-13,Exports,,876.68,2012,"Financial Year (Apr - Mar), 2012"
India,Cotton raw including Waste,2012-13,Exports,,20276.51,2012,"Financial Year (Apr - Mar), 2012"
India,Total Agricultural Exports,2012-13,Exports,,227192.61,2012,"Financial Year (Apr - Mar), 2012"
India,Total National Exports,2012-13,Exports,,1634318.29,2012,"Financial Year (Apr - Mar), 2012"
India,Percentage Share of Agricultural Exports in National Exports,2012-13,Exports,,13.9,2012,"Financial Year (Apr - Mar), 2012"
India,Cashew,2012-13,Imports,898.52,5433.91,2012,"Financial Year (Apr - Mar), 2012"
India,Cashew nut shell liquid,2012-13,Imports,0.14,0.33,2012,"Financial Year (Apr - Mar), 2012"
India,Sesame seeds,2012-13,Imports,38.05,296.03,2012,"Financial Year (Apr - Mar), 2012"
India,Niger seeds,2012-13,Imports,0,0,2012,"Financial Year (Apr - Mar), 2012"
India,Jute hessian,2013-14,Imports,,79.92,2013,"Financial Year (Apr - Mar), 2013"
India,Castor oil,2013-14,Exports,544.8,4364.33,2013,"Financial Year (Apr - Mar), 2013"
India,Ayush and herbal products,2013-14,Imports,10.86,318.5,2013,"Financial Year (Apr - Mar), 2013"
India,Marine products,2013-14,Imports,31.22,411.01,2013,"Financial Year (Apr - Mar), 2013"
India,Alcoholic beverages,2013-14,Imports,,2076.18,2013,"Financial Year (Apr - Mar), 2013"
India,Shellac,2013-14,Exports,7.75,514.03,2013,"Financial Year (Apr - Mar), 2013"
India,Floriculture products,2013-14,Imports,,112.19,2013,"Financial Year (Apr - Mar), 2013"
India,Poultry products,2013-14,Imports,,23.39,2013,"Financial Year (Apr - Mar), 2013"
India,Dairy products,2013-14,Imports,,232.68,2013,"Financial Year (Apr - Mar), 2013"
India,Sugar,2013-14,Exports,2477.64,7178.5,2013,"Financial Year (Apr - Mar), 2013"
India,Processed meat,2013-14,Imports,0.39,7.64,2013,"Financial Year (Apr - Mar), 2013"
India,Other meat,2013-14,Imports,0.36,15.8,2013,"Financial Year (Apr - Mar), 2013"
India,Sheep/goat meat,2013-14,Imports,0.06,5.13,2013,"Financial Year (Apr - Mar), 2013"
India,Animal casings,2013-14,Exports,0.35,28.46,2013,"Financial Year (Apr - Mar), 2013"
India,Mollases,2013-14,Exports,211.65,147.29,2013,"Financial Year (Apr - Mar), 2013"
India,Buffalo meat,2013-14,Imports,0,0,2013,"Financial Year (Apr - Mar), 2013"
India,Animal casings,2013-14,Imports,0,0,2013,"Financial Year (Apr - Mar), 2013"
India,Misc processed items,2013-14,Imports,,1474.47,2013,"Financial Year (Apr - Mar), 2013"
India,Fruits/vegetable seeds,2013-14,Exports,19.34,416.58,2013,"Financial Year (Apr - Mar), 2013"
India,Milled products,2013-14,Imports,3.98,22.01,2013,"Financial Year (Apr - Mar), 2013"
India,Cocoa products,2013-14,Imports,51.63,1071.55,2013,"Financial Year (Apr - Mar), 2013"
India,Cereal preparations,2013-14,Imports,53.47,419.34,2013,"Financial Year (Apr - Mar), 2013"
India,Sesame seeds,2013-14,Imports,72.93,808.64,2013,"Financial Year (Apr - Mar), 2013"
India,Fresh fruits,2013-14,Exports,525.22,3645.62,2013,"Financial Year (Apr - Mar), 2013"
India,Processed fruits and juices,2013-14,Imports,,410.83,2013,"Financial Year (Apr - Mar), 2013"
India,Processed vegetables,2013-14,Imports,,173.94,2013,"Financial Year (Apr - Mar), 2013"
India,Fresh vegetables,2013-14,Imports,25.98,41.67,2013,"Financial Year (Apr - Mar), 2013"
India,Misc processed items,2013-14,Exports,,2531.48,2013,"Financial Year (Apr - Mar), 2013"
India,Fresh vegetables,2013-14,Exports,2291.75,5384.47,2013,"Financial Year (Apr - Mar), 2013"
India,Fresh fruits,2013-14,Imports,769.14,7715.96,2013,"Financial Year (Apr - Mar), 2013"
India,Fruits/vegetable seeds,2013-14,Imports,8.29,449.48,2013,"Financial Year (Apr - Mar), 2013"
India,Mollases,2013-14,Imports,15.07,8.93,2013,"Financial Year (Apr - Mar), 2013"
India,Processed vegetables,2013-14,Exports,,1288.86,2013,"Financial Year (Apr - Mar), 2013"
India,Sugar,2013-14,Imports,880.96,2286.86,2013,"Financial Year (Apr - Mar), 2013"
India,Shellac,2013-14,Imports,0.68,45.8,2013,"Financial Year (Apr - Mar), 2013"
India,Castor oil,2013-14,Imports,0.07,2.04,2013,"Financial Year (Apr - Mar), 2013"
India,Processed fruits and juices,2013-14,Exports,,3332.05,2013,"Financial Year (Apr - Mar), 2013"
India,Guargam meal,2013-14,Imports,0.38,21.85,2013,"Financial Year (Apr - Mar), 2013"
India,Oil meals,2013-14,Imports,126.94,199.87,2013,"Financial Year (Apr - Mar), 2013"
India,Vegetable oils,2013-14,Imports,7942.9,44038.04,2013,"Financial Year (Apr - Mar), 2013"
India,Cereal preparations,2013-14,Exports,319.55,2856.26,2013,"Financial Year (Apr - Mar), 2013"
India,Cocoa products,2013-14,Exports,16.23,573.22,2013,"Financial Year (Apr - Mar), 2013"
India,Milled products,2013-14,Exports,419.26,1008,2013,"Financial Year (Apr - Mar), 2013"
India,Other oil seeds,2013-14,Imports,54.7,166.79,2013,"Financial Year (Apr - Mar), 2013"
India,Rice (other than Basmati),2013-14,Imports,1.44,8.29,2013,"Financial Year (Apr - Mar), 2013"
India,Other cereals,2013-14,Imports,22.32,98.03,2013,"Financial Year (Apr - Mar), 2013"
India,Cashew nut shell liquid,2013-14,Imports,0.38,2.08,2013,"Financial Year (Apr - Mar), 2013"
India,Niger seeds,2013-14,Imports,0.7,3.73,2013,"Financial Year (Apr - Mar), 2013"
India,Pulses,2013-14,Imports,3177.89,11036.75,2013,"Financial Year (Apr - Mar), 2013"
India,Coffee,2013-14,Imports,59.94,729.02,2013,"Financial Year (Apr - Mar), 2013"
India,Cashew,2013-14,Imports,776.33,4667.8,2013,"Financial Year (Apr - Mar), 2013"
India,Tobacco unmanufactured,2013-14,Imports,1.55,79.52,2013,"Financial Year (Apr - Mar), 2013"
India,Wheat,2013-14,Imports,11.27,26.92,2013,"Financial Year (Apr - Mar), 2013"
India,Spices,2013-14,Imports,155.58,3451.69,2013,"Financial Year (Apr - Mar), 2013"
India,Percentage Share of Agricultural Exports in National Exports,2013-14,Exports,,13.79,2013,"Financial Year (Apr - Mar), 2013"
India,Tobacco manufactured,2013-14,Imports,,168.87,2013,"Financial Year (Apr - Mar), 2013"
India,Total National Exports,2013-14,Exports,,1905011,2013,"Financial Year (Apr - Mar), 2013"
India,Total Agricultural Exports,2013-14,Exports,,262778.54,2013,"Financial Year (Apr - Mar), 2013"
India,Cotton raw including Waste,2013-14,Exports,1947.7,22337.84,2013,"Financial Year (Apr - Mar), 2013"
India,Jute hessian,2013-14,Exports,,859.59,2013,"Financial Year (Apr - Mar), 2013"
India,Tea,2013-14,Exports,249.91,4873.34,2013,"Financial Year (Apr - Mar), 2013"
India,"Jute, raw",2013-14,Exports,44.02,113.35,2013,"Financial Year (Apr - Mar), 2013"
India,Ayush and herbal products,2013-14,Exports,76.72,2208.55,2013,"Financial Year (Apr - Mar), 2013"
India,Coffee,2013-14,Exports,253.9,4799.1,2013,"Financial Year (Apr - Mar), 2013"
India,Rice- Basmati,2013-14,Exports,3754.1,29291.82,2013,"Financial Year (Apr - Mar), 2013"
India,Marine products,2013-14,Exports,1000.82,30627.28,2013,"Financial Year (Apr - Mar), 2013"
India,Alcoholic beverages,2013-14,Exports,,2429.67,2013,"Financial Year (Apr - Mar), 2013"
India,Rice (other than Basmati),2013-14,Exports,7148.47,17795.21,2013,"Financial Year (Apr - Mar), 2013"
India,Rice- Basmati,2013-14,Imports,0,0,2013,"Financial Year (Apr - Mar), 2013"
India,Wheat,2013-14,Exports,5572.03,9277.65,2013,"Financial Year (Apr - Mar), 2013"
India,Groundnut,2013-14,Imports,0.11,0.36,2013,"Financial Year (Apr - Mar), 2013"
India,Other cereals,2013-14,Exports,4637.54,7178.14,2013,"Financial Year (Apr - Mar), 2013"
India,Pulses,2013-14,Exports,345.55,1748.81,2013,"Financial Year (Apr - Mar), 2013"
India,Tea,2013-14,Imports,22.74,291.68,2013,"Financial Year (Apr - Mar), 2013"
India,Floriculture products,2013-14,Exports,,455.9,2013,"Financial Year (Apr - Mar), 2013"
India,Tobacco unmanufactured,2013-14,Exports,237.11,4782.74,2013,"Financial Year (Apr - Mar), 2013"
India,Poultry products,2013-14,Exports,,566.8,2013,"Financial Year (Apr - Mar), 2013"
India,Tobacco manufactured,2013-14,Exports,,1351.72,2013,"Financial Year (Apr - Mar), 2013"
India,Spices,2013-14,Exports,896.57,15146.36,2013,"Financial Year (Apr - Mar), 2013"
India,Dairy products,2013-14,Exports,,4407.78,2013,"Financial Year (Apr - Mar), 2013"
India,Cashew,2013-14,Exports,120.74,5095.49,2013,"Financial Year (Apr - Mar), 2013"
India,Processed meat,2013-14,Exports,0.51,7.68,2013,"Financial Year (Apr - Mar), 2013"
India,Cashew nut shell liquid,2013-14,Exports,9.48,38.61,2013,"Financial Year (Apr - Mar), 2013"
India,Sesame seeds,2013-14,Exports,257.44,3583.46,2013,"Financial Year (Apr - Mar), 2013"
India,Niger seeds,2013-14,Exports,20.84,113.61,2013,"Financial Year (Apr - Mar), 2013"
India,Other meat,2013-14,Exports,0.27,3.4,2013,"Financial Year (Apr - Mar), 2013"
India,Groundnut,2013-14,Exports,509.75,3187.66,2013,"Financial Year (Apr - Mar), 2013"
India,Sheep/goat meat,2013-14,Exports,22.61,694.12,2013,"Financial Year (Apr - Mar), 2013"
India,Other oil seeds,2013-14,Exports,194.46,945.53,2013,"Financial Year (Apr - Mar), 2013"
India,Buffalo meat,2013-14,Exports,1365.64,26457.82,2013,"Financial Year (Apr - Mar), 2013"
India,Vegetable oils,2013-14,Exports,23.01,324.82,2013,"Financial Year (Apr - Mar), 2013"
India,Percentage Share of Agricultural Imports in National Imports,2013-14,Imports,,3.16,2013,"Financial Year (Apr - Mar), 2013"
India,Oil meals,2013-14,Exports,6576.51,17070.13,2013,"Financial Year (Apr - Mar), 2013"
India,Spices,2014-15,Imports,163.09,4393.25,2014,"Financial Year (Apr - Mar), 2014"
India,Total National Imports,2013-14,Imports,,2715433.91,2013,"Financial Year (Apr - Mar), 2013"
India,Total Agricultural Imports,2013-14,Imports,,85727.3,2013,"Financial Year (Apr - Mar), 2013"
India,Guargam meal,2013-14,Exports,601.97,11735.39,2013,"Financial Year (Apr - Mar), 2013"
India,Cotton raw including Waste,2013-14,Imports,180.97,2375.78,2013,"Financial Year (Apr - Mar), 2013"
India,"Jute, raw",2013-14,Imports,52.65,146.25,2013,"Financial Year (Apr - Mar), 2013"
India,Groundnut,2014-15,Imports,0.13,0.49,2014,"Financial Year (Apr - Mar), 2014"
India,Vegetable oils,2014-15,Exports,423.72,580.13,2014,"Financial Year (Apr - Mar), 2014"
India,Ayush and herbal products,2014-15,Imports,23.48,352.58,2014,"Financial Year (Apr - Mar), 2014"
India,Dairy products,2014-15,Imports,43.84,375.01,2014,"Financial Year (Apr - Mar), 2014"
India,Jute hessian,2014-15,Exports,,770.08,2014,"Financial Year (Apr - Mar), 2014"
India,Tobacco manufactured,2014-15,Imports,,200.28,2014,"Financial Year (Apr - Mar), 2014"
India,Total National Exports,2014-15,Exports,,1896348.42,2014,"Financial Year (Apr - Mar), 2014"
India,Cotton raw including Waste,2014-15,Exports,1142.53,11642.64,2014,"Financial Year (Apr - Mar), 2014"
India,Tea,2014-15,Exports,234.39,4171.25,2014,"Financial Year (Apr - Mar), 2014"
India,Other oil seeds,2014-15,Imports,51.56,163.29,2014,"Financial Year (Apr - Mar), 2014"
India,Tobacco unmanufactured,2014-15,Exports,219.57,4162.71,2014,"Financial Year (Apr - Mar), 2014"
India,Fresh vegetables,2014-15,Imports,8.24,11.14,2014,"Financial Year (Apr - Mar), 2014"
India,Milled products,2014-15,Exports,420.85,1030.61,2014,"Financial Year (Apr - Mar), 2014"
India,"Jute, raw",2014-15,Imports,44,139.58,2014,"Financial Year (Apr - Mar), 2014"
India,Floriculture products,2014-15,Imports,4.82,113.37,2014,"Financial Year (Apr - Mar), 2014"
India,Total Agricultural Exports,2014-15,Exports,,239681.04,2014,"Financial Year (Apr - Mar), 2014"
India,Poultry products,2014-15,Exports,,651.19,2014,"Financial Year (Apr - Mar), 2014"
India,Tobacco unmanufactured,2014-15,Imports,1.93,98.17,2014,"Financial Year (Apr - Mar), 2014"
India,Processed vegetables,2014-15,Exports,186.04,1721.89,2014,"Financial Year (Apr - Mar), 2014"
India,Other oil seeds,2014-15,Exports,247.54,1135.36,2014,"Financial Year (Apr - Mar), 2014"
India,Shellac,2014-15,Imports,1.77,59.54,2014,"Financial Year (Apr - Mar), 2014"
India,Misc processed items,2014-15,Exports,,2772.44,2014,"Financial Year (Apr - Mar), 2014"
India,Wheat,2014-15,Exports,2924.05,4991.81,2014,"Financial Year (Apr - Mar), 2014"
India,Niger seeds,2014-15,Exports,18.16,108.96,2014,"Financial Year (Apr - Mar), 2014"
India,Cereal preparations,2014-15,Exports,313.67,3036.64,2014,"Financial Year (Apr - Mar), 2014"
India,Rice- Basmati,2014-15,Imports,0,0,2014,"Financial Year (Apr - Mar), 2014"
India,Cocoa products,2014-15,Exports,33.37,848.66,2014,"Financial Year (Apr - Mar), 2014"
India,Jute hessian,2014-15,Imports,,177.79,2014,"Financial Year (Apr - Mar), 2014"
India,Pulses,2014-15,Imports,4584.85,17062.94,2014,"Financial Year (Apr - Mar), 2014"
India,Tea,2014-15,Imports,28.39,388.66,2014,"Financial Year (Apr - Mar), 2014"
India,Marine products,2014-15,Exports,1231.81,33688.38,2014,"Financial Year (Apr - Mar), 2014"
India,Castor oil,2014-15,Exports,566.46,4710.42,2014,"Financial Year (Apr - Mar), 2014"
India,Guargam meal,2014-15,Exports,665.11,9478.26,2014,"Financial Year (Apr - Mar), 2014"
India,Processed fruits and juices,2014-15,Exports,588.38,3626.86,2014,"Financial Year (Apr - Mar), 2014"
India,Groundnut,2014-15,Exports,788.31,4675.37,2014,"Financial Year (Apr - Mar), 2014"
India,Processed meat,2014-15,Exports,0.41,14.2,2014,"Financial Year (Apr - Mar), 2014"
India,Oil meals,2014-15,Exports,3904.59,8129.18,2014,"Financial Year (Apr - Mar), 2014"
India,Processed fruits and juices,2014-15,Imports,33.55,499.54,2014,"Financial Year (Apr - Mar), 2014"
India,Fruits/vegetable seeds,2014-15,Exports,12.5,427.04,2014,"Financial Year (Apr - Mar), 2014"
India,Other cereals,2014-15,Imports,23.4,61.76,2014,"Financial Year (Apr - Mar), 2014"
India,Alcoholic beverages,2014-15,Imports,,2508.66,2014,"Financial Year (Apr - Mar), 2014"
India,Processed meat,2014-15,Imports,0.17,5.17,2014,"Financial Year (Apr - Mar), 2014"
India,Alcoholic beverages,2014-15,Exports,,2264.89,2014,"Financial Year (Apr - Mar), 2014"
India,Percentage Share of Agricultural Exports in National Exports,2014-15,Exports,,12.64,2014,"Financial Year (Apr - Mar), 2014"
India,Cotton raw including Waste,2014-15,Imports,289.39,3101.92,2014,"Financial Year (Apr - Mar), 2014"
India,Cereal preparations,2014-15,Imports,72.72,583.93,2014,"Financial Year (Apr - Mar), 2014"
India,Guargam meal,2014-15,Imports,0.13,5.72,2014,"Financial Year (Apr - Mar), 2014"
India,Oil meals,2014-15,Imports,165.1,272.65,2014,"Financial Year (Apr - Mar), 2014"
India,Niger seeds,2014-15,Imports,0.7,3.73,2014,"Financial Year (Apr - Mar), 2014"
India,Rice (other than Basmati),2014-15,Exports,8302.21,20441.55,2014,"Financial Year (Apr - Mar), 2014"
India,Animal casings,2014-15,Exports,0.26,19.33,2014,"Financial Year (Apr - Mar), 2014"
India,Shellac,2014-15,Exports,5.24,267.47,2014,"Financial Year (Apr - Mar), 2014"
India,Rice (other than Basmati),2014-15,Imports,1.96,10.83,2014,"Financial Year (Apr - Mar), 2014"
India,Mollases,2014-15,Imports,60.28,30.14,2014,"Financial Year (Apr - Mar), 2014"
India,Sesame seeds,2014-15,Imports,34.77,379.99,2014,"Financial Year (Apr - Mar), 2014"
India,Total Agricultural Imports,2014-15,Imports,,121319.02,2014,"Financial Year (Apr - Mar), 2014"
India,Cocoa products,2014-15,Imports,65.39,1551.63,2014,"Financial Year (Apr - Mar), 2014"
India,Fresh fruits,2014-15,Imports,900.98,9566.81,2014,"Financial Year (Apr - Mar), 2014"
India,Rice- Basmati,2014-15,Exports,3698.93,27586.71,2014,"Financial Year (Apr - Mar), 2014"
India,Other meat,2014-15,Exports,0.26,2.67,2014,"Financial Year (Apr - Mar), 2014"
India,Sesame seeds,2014-15,Exports,375.66,4717.77,2014,"Financial Year (Apr - Mar), 2014"
India,Poultry products,2014-15,Imports,,38.22,2014,"Financial Year (Apr - Mar), 2014"
India,"Jute, raw",2014-15,Exports,37.39,119.2,2014,"Financial Year (Apr - Mar), 2014"
India,Milled products,2014-15,Imports,3.47,17.72,2014,"Financial Year (Apr - Mar), 2014"
